Error,Correccion,CorrecionEscalado,DistanciaFrente,DistanciaDerecha,DistanciaIzquierda,Timestamp
-1.693,211.62499487400055,0.714,2.346,0.653,2025-05-02 20:19:59.421
-1.875,234.375,0.703,2.523,0.648,2025-05-02 20:19:59.661
-1.8340001,229.2500138282776,0.695,2.473,0.639,2025-05-02 20:19:59.879
-0.962,120.25000154972076,0.709,1.605,0.643,2025-05-02 20:20:00.122
-1.612,201.49999856948853,0.732,2.264,0.652,2025-05-02 20:20:00.355
-1.5679998,195.99997997283936,0.754,2.228,0.66,2025-05-02 20:20:00.590
-1.464,182.99999833106995,0.778,2.134,0.67,2025-05-02 20:20:00.825
-1.379,172.37499356269836,0.807,2.063,0.684,2025-05-02 20:20:01.059
-1.315,164.37500715255737,0.843,2.016,0.701,2025-05-02 20:20:01.290
-1.2379999,154.74998950958252,0.878,1.956,0.718,2025-05-02 20:20:01.554
-1.1700001,146.25000953674316,0.921,1.909,0.739,2025-05-02 20:20:01.760
-1.093,136.6250067949295,0.965,1.853,0.76,2025-05-02 20:20:01.995
-1.02,127.49999761581421,1.017,1.808,0.788,2025-05-02 20:20:02.225
-0.947,118.37500333786011,1.077,1.766,0.819,2025-05-02 20:20:02.459
-0.86600006,108.25000703334808,1.138,1.713,0.847,2025-05-02 20:20:02.693
-0.77799994,97.24999219179153,1.211,1.66,0.882,2025-05-02 20:20:02.929
-0.70299995,87.87499368190765,1.296,1.624,0.921,2025-05-02 20:20:03.162
-0.62700003,78.37500423192978,1.385,1.59,0.963,2025-05-02 20:20:03.396
-0.55499995,69.37499344348907,1.49,1.566,1.011,2025-05-02 20:20:03.623
-0.4699999,58.74998867511749,1.617,1.532,1.062,2025-05-02 20:20:03.864
-0.37399995,46.74999415874481,1.681,1.492,1.118,2025-05-02 20:20:04.091
-0.27999997,34.99999642372131,1.63,1.462,1.182,2025-05-02 20:20:04.332
-0.17900002,22.37500250339508,1.57,1.431,1.252,2025-05-02 20:20:04.563
-0.082999945,10.374993085861206,1.526,1.402,1.319,2025-05-02 20:20:04.800
0.022000074,-2.750009298324585,1.469,1.372,1.394,2025-05-02 20:20:05.030
0.11899996,-14.87499475479126,1.419,1.34,1.459,2025-05-02 20:20:05.268
0.22299993,-27.874991297721863,1.384,1.307,1.53,2025-05-02 20:20:05.501
0.31500006,-39.37500715255737,1.349,1.275,1.59,2025-05-02 20:20:05.734
0.3950001,-49.3750125169754,1.313,1.244,1.639,2025-05-02 20:20:05.968
0.464,-57.999998331069946,1.286,1.214,1.678,2025-05-02 20:20:06.198
