Error,Correccion,CorrecionEscalado,DistanciaFrente,DistanciaDerecha,DistanciaIzquierda,Timestamp
-1.285,321.24999165534973,0.68,1.877,0.592,2025-05-02 20:01:21.950
-1.28,319.9999928474426,0.679,1.868,0.588,2025-05-02 20:01:22.184
-1.29,322.49999046325684,0.681,1.874,0.584,2025-05-02 20:01:22.417
-1.22,305.0000071525574,0.739,1.82,0.6,2025-05-02 20:01:22.645
-1.1570001,289.2500162124634,0.812,1.784,0.627,2025-05-02 20:01:22.888
-1.0769999,269.24997568130493,0.906,1.734,0.657,2025-05-02 20:01:23.113
-0.999,249.75000321865082,1.035,1.694,0.695,2025-05-02 20:01:23.349
-0.90199995,225.4999876022339,1.19,1.642,0.74,2025-05-02 20:01:23.588
-0.795,198.75000417232513,1.392,1.59,0.795,2025-05-02 20:01:23.823
-0.682,170.4999953508377,1.644,1.535,0.853,2025-05-02 20:01:24.086
-0.544,136.00000739097595,1.639,1.48,0.936,2025-05-02 20:01:24.291
-0.393,98.25000166893005,1.524,1.418,1.025,2025-05-02 20:01:24.525
-0.22100008,55.25001883506775,1.417,1.353,1.132,2025-05-02 20:01:24.754
-0.034999967,8.749991655349731,1.321,1.286,1.251,2025-05-02 20:01:24.985
0.18499994,-46.249985694885254,1.227,1.213,1.398,2025-05-02 20:01:25.226
0.362,-90.49999713897705,1.148,1.135,1.497,2025-05-02 20:01:25.463
0.5220001,-130.50001859664917,1.076,1.06,1.582,2025-05-02 20:01:25.693
0.66200006,-165.50001502037048,1.014,0.992,1.654,2025-05-02 20:01:25.928
0.768,-192.00000166893005,0.965,0.944,1.712,2025-05-02 20:01:26.157
0.779,-194.74999606609344,0.943,0.904,1.683,2025-05-02 20:01:26.394
0.786,-196.5000033378601,0.924,0.872,1.658,2025-05-02 20:01:26.628
0.798,-199.49999451637268,0.924,0.845,1.643,2025-05-02 20:01:26.863
0.805,-201.25000178813934,0.931,0.825,1.63,2025-05-02 20:01:27.101
0.802,-200.4999965429306,0.957,0.81,1.612,2025-05-02 20:01:27.332
0.79499996,-198.74998927116394,0.995,0.804,1.599,2025-05-02 20:01:27.565
0.78900003,-197.25000858306885,1.058,0.801,1.59,2025-05-02 20:01:27.800
0.78199995,-195.499986410141,1.118,0.804,1.586,2025-05-02 20:01:28.036
0.76000005,-190.0000125169754,1.238,0.817,1.577,2025-05-02 20:01:28.269
0.71900004,-179.7500103712082,1.379,0.843,1.562,2025-05-02 20:01:28.501
0.66300005,-165.75001180171967,1.776,0.876,1.539,2025-05-02 20:01:28.735
0.59799993,-149.49998259544373,1.75,0.919,1.517,2025-05-02 20:01:28.971
0.5059999,-126.49998068809509,1.644,0.98,1.486,2025-05-02 20:01:29.202
0.39499998,-98.74999523162842,1.556,1.053,1.448,2025-05-02 20:01:29.440
0.26600003,-66.50000810623169,1.472,1.14,1.406,2025-05-02 20:01:29.674
0.106000066,-26.500016450881958,1.395,1.247,1.353,2025-05-02 20:01:29.906
-0.204,50.999999046325684,1.321,1.508,1.304,2025-05-02 20:01:30.143
-0.35600007,89.00001645088196,1.262,1.608,1.252,2025-05-02 20:01:30.375
-0.42500007,106.25001788139343,1.215,1.631,1.206,2025-05-02 20:01:30.608
-0.40499997,101.24999284744263,1.195,1.581,1.176,2025-05-02 20:01:30.844
-0.357,89.24999833106995,1.203,1.522,1.165,2025-05-02 20:01:31.077
-0.296,74.00000095367432,1.225,1.461,1.165,2025-05-02 20:01:31.310
-0.2520001,63.00002336502075,1.262,1.417,1.165,2025-05-02 20:01:31.548
-0.20000005,50.000011920928955,1.309,1.373,1.173,2025-05-02 20:01:31.780
-0.14899993,37.24998235702515,1.366,1.333,1.184,2025-05-02 20:01:32.005
-0.102,25.499999523162842,1.44,1.3,1.198,2025-05-02 20:01:32.251
-0.055999994,13.999998569488525,1.521,1.272,1.216,2025-05-02 20:01:32.481
0.029000044,-7.250010967254639,1.604,1.206,1.235,2025-05-02 20:01:32.716
0.032999992,-8.249998092651367,1.681,1.223,1.256,2025-05-02 20:01:32.947
0.07499993,-18.749982118606567,1.619,1.202,1.277,2025-05-02 20:01:33.184
0.15999997,-39.99999165534973,1.571,1.139,1.299,2025-05-02 20:01:33.415
0.2190001,-54.750025272369385,1.535,1.101,1.32,2025-05-02 20:01:33.650
0.26899993,-67.24998354911804,1.538,1.067,1.336,2025-05-02 20:01:33.880
0.29499996,-73.74998927116394,1.583,1.049,1.344,2025-05-02 20:01:34.116
0.286,-71.50000333786011,1.686,1.058,1.344,2025-05-02 20:01:34.352
0.26,-64.99999761581421,1.653,1.076,1.336,2025-05-02 20:01:34.609
0.21599996,-53.99999022483826,1.57,1.107,1.323,2025-05-02 20:01:34.818
