Error,Correccion,CorrecionEscalado,DistanciaFrente,DistanciaDerecha,DistanciaIzquierda,Timestamp
-1.2720001,203.52001190185547,0.685,1.865,0.593,2025-05-02 20:02:48.978
-1.294,207.0400047302246,0.681,1.883,0.589,2025-05-02 20:02:49.213
-1.265,202.39999771118164,0.689,1.852,0.587,2025-05-02 20:02:49.445
-1.196,191.3599967956543,0.748,1.801,0.605,2025-05-02 20:02:49.683
-1.125,180.0,0.82,1.754,0.629,2025-05-02 20:02:49.917
-1.058,169.2799949645996,0.916,1.719,0.661,2025-05-02 20:02:50.146
-0.98300004,157.2800064086914,1.033,1.682,0.699,2025-05-02 20:02:50.384
-0.8960001,143.360013961792,1.181,1.639,0.743,2025-05-02 20:02:50.617
-0.8,128.00000190734863,1.384,1.592,0.792,2025-05-02 20:02:50.851
-0.689,110.2400016784668,1.634,1.543,0.854,2025-05-02 20:02:51.112
-0.56100005,89.76000785827637,1.624,1.488,0.927,2025-05-02 20:02:51.318
-0.41500008,66.4000129699707,1.518,1.427,1.012,2025-05-02 20:02:51.555
-0.25,40.0,1.418,1.364,1.114,2025-05-02 20:02:51.789
-0.06800008,10.880012512207031,1.325,1.297,1.229,2025-05-02 20:02:52.021
0.11399996,-18.239994049072266,1.246,1.225,1.339,2025-05-02 20:02:52.254
0.33200002,-53.12000274658203,1.158,1.15,1.482,2025-05-02 20:02:52.492
0.50399995,-80.6399917602539,1.084,1.074,1.578,2025-05-02 20:02:52.722
0.666,-106.56000137329102,1.013,1.001,1.667,2025-05-02 20:02:52.956
0.79499996,-127.19999313354492,0.953,0.939,1.734,2025-05-02 20:02:53.184
0.85499996,-136.79999351501465,0.914,0.894,1.749,2025-05-02 20:02:53.425
0.863,-138.0799961090088,0.896,0.858,1.721,2025-05-02 20:02:53.649
0.87000006,-139.20001029968262,0.889,0.83,1.7,2025-05-02 20:02:53.893
0.876,-140.15999794006348,0.876,0.805,1.681,2025-05-02 20:02:54.124
0.87700003,-140.32000541687012,0.89,0.789,1.666,2025-05-02 20:02:54.360
0.87200004,-139.52000617980957,0.914,0.777,1.649,2025-05-02 20:02:54.594
0.87700003,-140.32000541687012,0.945,0.769,1.646,2025-05-02 20:02:54.823
0.876,-140.15999794006348,0.989,0.766,1.642,2025-05-02 20:02:55.061
0.865,-138.4000015258789,1.046,0.77,1.635,2025-05-02 20:02:55.298
0.84199995,-134.71999168395996,1.18,0.782,1.624,2025-05-02 20:02:55.532
0.8,-128.00000190734863,1.357,0.808,1.608,2025-05-02 20:02:55.765
0.74600005,-119.3600082397461,1.572,0.842,1.588,2025-05-02 20:02:56.000
0.679,-108.6400032043457,1.779,0.885,1.564,2025-05-02 20:02:56.231
0.587,-93.92000198364258,1.682,0.946,1.533,2025-05-02 20:02:56.468
0.47500002,-76.00000381469727,1.593,1.02,1.495,2025-05-02 20:02:56.702
0.34500003,-55.20000457763672,1.513,1.109,1.454,2025-05-02 20:02:56.935
0.19099998,-30.55999755859375,1.439,1.214,1.405,2025-05-02 20:02:57.168
0.021000028,-3.360004425048828,1.371,1.333,1.354,2025-05-02 20:02:57.402
-0.11800003,18.8800048828125,1.313,1.419,1.301,2025-05-02 20:02:57.641
-0.25100005,40.16000747680664,1.262,1.505,1.254,2025-05-02 20:02:57.876
-0.35099995,56.15999221801758,1.217,1.56,1.209,2025-05-02 20:02:58.109
-0.38100004,60.96000671386719,1.184,1.551,1.17,2025-05-02 20:02:58.343
-0.362,57.91999816894531,1.164,1.504,1.142,2025-05-02 20:02:58.578
-0.33099997,52.95999526977539,1.165,1.458,1.127,2025-05-02 20:02:58.812
-0.30400002,48.6400032043457,1.176,1.423,1.119,2025-05-02 20:02:59.045
-0.27200007,43.52001190185547,1.2,1.386,1.114,2025-05-02 20:02:59.281
-0.24800003,39.68000411987305,1.226,1.359,1.111,2025-05-02 20:02:59.510
-0.20099998,32.159996032714844,1.265,1.316,1.115,2025-05-02 20:02:59.749
-0.16999996,27.199993133544922,1.312,1.291,1.121,2025-05-02 20:02:59.981
-0.13300002,21.28000259399414,1.365,1.266,1.133,2025-05-02 20:03:00.213
-0.09799993,15.679988861083984,1.432,1.242,1.144,2025-05-02 20:03:00.449
-0.06400001,10.240001678466797,1.505,1.226,1.162,2025-05-02 20:03:00.686
-0.024000049,3.840007781982422,1.68,1.205,1.181,2025-05-02 20:03:00.918
0.018999934,-3.039989471435547,1.607,1.182,1.201,2025-05-02 20:03:01.149
0.06699991,-10.719985961914062,1.568,1.159,1.226,2025-05-02 20:03:01.383
0.1170001,-18.720016479492188,1.494,1.134,1.251,2025-05-02 20:03:01.644
0.16900003,-27.04000473022461,1.434,1.11,1.279,2025-05-02 20:03:01.851
0.21399999,-34.23999786376953,1.407,1.089,1.303,2025-05-02 20:03:02.084
0.25199997,-40.31999588012695,1.424,1.07,1.322,2025-05-02 20:03:02.316
0.283,-45.279998779296875,1.402,1.056,1.339,2025-05-02 20:03:02.553
0.30699992,-49.11998748779297,1.412,1.044,1.351,2025-05-02 20:03:02.788
0.32500005,-52.00000762939453,1.44,1.037,1.362,2025-05-02 20:03:03.011
0.33299994,-53.279991149902344,1.489,1.036,1.369,2025-05-02 20:03:03.254
0.41799998,-66.87999725341797,1.576,1.044,1.462,2025-05-02 20:03:03.489
0.39399993,-63.03998947143555,1.666,1.059,1.453,2025-05-02 20:03:03.716
0.339,-54.23999786376953,1.606,1.076,1.415,2025-05-02 20:03:03.949
0.29000008,-46.4000129699707,1.542,1.104,1.394,2025-05-02 20:03:04.192
0.21599996,-34.559993743896484,1.472,1.141,1.357,2025-05-02 20:03:04.424
0.12800002,-20.480003356933594,1.417,1.181,1.309,2025-05-02 20:03:04.660
0.032000065,-5.1200103759765625,1.361,1.231,1.263,2025-05-02 20:03:04.891
-0.026000023,4.160003662109375,1.32,1.255,1.229,2025-05-02 20:03:05.126
-0.09899998,15.839996337890625,1.288,1.3,1.201,2025-05-02 20:03:05.362
-0.15600002,24.960002899169922,1.267,1.334,1.178,2025-05-02 20:03:05.598
-0.181,28.959999084472656,1.253,1.341,1.16,2025-05-02 20:03:05.828
-0.19499993,31.199989318847656,1.254,1.339,1.144,2025-05-02 20:03:06.062
-0.17900002,28.640003204345703,1.271,1.317,1.138,2025-05-02 20:03:06.301
-0.16199994,25.91999053955078,1.298,1.3,1.138,2025-05-02 20:03:06.531
-0.13499999,21.599998474121094,1.337,1.275,1.14,2025-05-02 20:03:06.764
-0.11500001,18.400001525878906,1.377,1.264,1.149,2025-05-02 20:03:06.996
-0.074,11.84000015258789,1.431,1.233,1.159,2025-05-02 20:03:07.232
-0.041999936,6.719989776611328,1.482,1.214,1.172,2025-05-02 20:03:07.468
-0.004999995,0.7999992370605469,1.548,1.196,1.191,2025-05-02 20:03:07.699
0.029000044,-4.640007019042969,1.605,1.178,1.207,2025-05-02 20:03:07.935
0.07199991,-11.51998519897461,1.656,1.154,1.226,2025-05-02 20:03:08.166
0.10900009,-17.440013885498047,1.542,1.137,1.246,2025-05-02 20:03:08.403
0.148,-23.68000030517578,1.521,1.118,1.266,2025-05-02 20:03:08.634
0.1789999,-28.639984130859375,1.517,1.103,1.282,2025-05-02 20:03:08.869
0.20899999,-33.439998626708984,1.553,1.087,1.296,2025-05-02 20:03:09.105
0.23699999,-37.91999816894531,1.52,1.074,1.311,2025-05-02 20:03:09.336
0.25100005,-40.16000747680664,1.492,1.066,1.317,2025-05-02 20:03:09.571
0.26399994,-42.239990234375,1.548,1.062,1.326,2025-05-02 20:03:09.803
0.265,-42.39999771118164,1.58,1.063,1.328,2025-05-02 20:03:10.037
0.255,-40.79999923706055,1.732,1.071,1.326,2025-05-02 20:03:10.271
0.25,-40.0,1.711,1.074,1.324,2025-05-02 20:03:10.506
0.22399998,-35.839996337890625,1.712,1.095,1.319,2025-05-02 20:03:10.740
0.18999994,-30.39999008178711,1.669,1.118,1.308,2025-05-02 20:03:10.973
0.15799999,-25.279998779296875,1.624,1.138,1.296,2025-05-02 20:03:11.206
0.123000026,-19.680004119873047,1.563,1.158,1.281,2025-05-02 20:03:11.442
